timestamp;buyer;seller;symbol;currency;price;quantity
1744238475425;;;SQUID_INK;SEASHELLS;10744;3
1744238476735;;;SQUID_INK;SEASHELLS;9816;2
1744238480029;;;SQUID_INK;SEASHELLS;9166;3
1744238482894;;;SQUID_INK;SEASHELLS;9567;3
1744238483165;;;SQUID_INK;SEASHELLS;10385;2
1744238483770;;;SQUID_INK;SEASHELLS;10307;3
1744238485947;;;SQUID_INK;SEASHELLS;9753;5
1744238490945;;;SQUID_INK;SEASHELLS;10069;3
1744238492760;;;SQUID_INK;SEASHELLS;10141;3
1744238495775;;;SQUID_INK;SEASHELLS;10580;5
1744238499381;;;SQUID_INK;SEASHELLS;10922;4
1744238502504;;;SQUID_INK;SEASHELLS;10122;2
1744238504625;;;SQUID_INK;SEASHELLS;9984;2
1744238507578;;;SQUID_INK;SEASHELLS;9908;3
1744238507857;;;SQUID_INK;SEASHELLS;9543;4
1744238512664;;;SQUID_INK;SEASHELLS;10174;2
1744238514416;;;SQUID_INK;SEASHELLS;9711;3
1744238518464;;;SQUID_INK;SEASHELLS;9313;1
1744238521269;;;SQUID_INK;SEASHELLS;9240;2
1744238521491;;;SQUID_INK;SEASHELLS;9926;4
1744238524716;;;SQUID_INK;SEASHELLS;10177;5
1744238528367;;;SQUID_INK;SEASHELLS;10300;4
1744238530880;;;SQUID_INK;SEASHELLS;9573;4
1744238535099;;;SQUID_INK;SEASHELLS;9468;2
1744238538431;;;SQUID_INK;SEASHELLS;9544;1
1744238538884;;;SQUID_INK;SEASHELLS;9104;3
1744238541426;;;SQUID_INK;SEASHELLS;9510;2
1744238545895;;;SQUID_INK;SEASHELLS;9610;4
1744238546586;;;SQUID_INK;SEASHELLS;9848;5
1744238550737;;;SQUID_INK;SEASHELLS;11097;2
1744238553288;;;SQUID_INK;SEASHELLS;10819;2
1744238554235;;;SQUID_INK;SEASHELLS;9586;1
1744238554390;;;SQUID_INK;SEASHELLS;9614;5
1744238559188;;;SQUID_INK;SEASHELLS;9737;3
1744238562723;;;SQUID_INK;SEASHELLS;10377;5
1744238566669;;;SQUID_INK;SEASHELLS;10357;3
1744238571552;;;SQUID_INK;SEASHELLS;10431;2
1744238573246;;;SQUID_INK;SEASHELLS;10550;2
1744238576405;;;SQUID_INK;SEASHELLS;10229;1
1744238579626;;;SQUID_INK;SEASHELLS;10437;3
1744238580744;;;SQUID_INK;SEASHELLS;10310;5
1744238582881;;;SQUID_INK;SEASHELLS;10150;2
1744238587735;;;SQUID_INK;SEASHELLS;10942;1
1744238588536;;;SQUID_INK;SEASHELLS;11505;2
1744238590531;;;SQUID_INK;SEASHELLS;11293;4
1744238594180;;;SQUID_INK;SEASHELLS;11417;5
1744238597302;;;SQUID_INK;SEASHELLS;11554;3
1744238601565;;;SQUID_INK;SEASHELLS;11099;2
1744238604832;;;SQUID_INK;SEASHELLS;10244;3
1744238605674;;;SQUID_INK;SEASHELLS;10681;2
1744238606442;;;SQUID_INK;SEASHELLS;11606;4
1744238607404;;;SQUID_INK;SEASHELLS;11796;3
1744238612306;;;SQUID_INK;SEASHELLS;12228;1
1744238613046;;;SQUID_INK;SEASHELLS;11856;5
1744238614678;;;SQUID_INK;SEASHELLS;11236;5
1744238619014;;;SQUID_INK;SEASHELLS;10748;3
1744238620192;;;SQUID_INK;SEASHELLS;10378;2
1744238622606;;;SQUID_INK;SEASHELLS;10333;3
1744238624445;;;SQUID_INK;SEASHELLS;10735;4
1744238624674;;;SQUID_INK;SEASHELLS;10913;4
1744238626151;;;SQUID_INK;SEASHELLS;10298;1
1744238628131;;;SQUID_INK;SEASHELLS;10899;3
1744238629619;;;SQUID_INK;SEASHELLS;11067;3
1744238634229;;;SQUID_INK;SEASHELLS;10580;1
1744238634362;;;SQUID_INK;SEASHELLS;10136;3
1744238639238;;;SQUID_INK;SEASHELLS;10283;5
1744238643683;;;SQUID_INK;SEASHELLS;10631;3
1744238644149;;;SQUID_INK;SEASHELLS;10565;2
1744238645508;;;SQUID_INK;SEASHELLS;10264;2
1744238648316;;;SQUID_INK;SEASHELLS;9404;2
1744238648647;;;SQUID_INK;SEASHELLS;8875;4
1744238652956;;;SQUID_INK;SEASHELLS;9008;2
1744238653256;;;SQUID_INK;SEASHELLS;9415;3
1744238656988;;;SQUID_INK;SEASHELLS;10024;5
1744238661055;;;SQUID_INK;SEASHELLS;10357;2
1744238662724;;;SQUID_INK;SEASHELLS;10356;5
1744238663140;;;SQUID_INK;SEASHELLS;10294;4
1744238667716;;;SQUID_INK;SEASHELLS;10140;4
1744238671308;;;SQUID_INK;SEASHELLS;10130;4
1744238672244;;;SQUID_INK;SEASHELLS;10715;4
1744238673707;;;SQUID_INK;SEASHELLS;10543;4
1744238677980;;;SQUID_INK;SEASHELLS;9939;2
1744238682271;;;SQUID_INK;SEASHELLS;9942;2
1744238683531;;;SQUID_INK;SEASHELLS;10525;4
1744238684938;;;SQUID_INK;SEASHELLS;10957;2
1744238686599;;;SQUID_INK;SEASHELLS;10967;4
1744238690149;;;SQUID_INK;SEASHELLS;10932;2
1744238693101;;;SQUID_INK;SEASHELLS;11410;1
1744238694948;;;SQUID_INK;SEASHELLS;11079;2
1744238697826;;;SQUID_INK;SEASHELLS;10685;1
1744238702552;;;SQUID_INK;SEASHELLS;10600;3
1744238706250;;;SQUID_INK;SEASHELLS;10255;3
1744238707735;;;SQUID_INK;SEASHELLS;9882;5
1744238711037;;;SQUID_INK;SEASHELLS;10502;1
1744238711414;;;SQUID_INK;SEASHELLS;10069;5
1744238716293;;;SQUID_INK;SEASHELLS;10253;3
1744238718788;;;SQUID_INK;SEASHELLS;10751;1
1744238723205;;;SQUID_INK;SEASHELLS;10731;5
1744238727431;;;SQUID_INK;SEASHELLS;10254;2
1744238731867;;;SQUID_INK;SEASHELLS;10519;2
1744238735567;;;SQUID_INK;SEASHELLS;11309;4
1744238739065;;;SQUID_INK;SEASHELLS;11668;3
1744238740810;;;SQUID_INK;SEASHELLS;11607;5
1744238743121;;;SQUID_INK;SEASHELLS;10619;5
1744238746802;;;SQUID_INK;SEASHELLS;10203;5
1744238750915;;;SQUID_INK;SEASHELLS;10169;2
1744238751610;;;SQUID_INK;SEASHELLS;9429;5
1744238754021;;;SQUID_INK;SEASHELLS;9599;2
1744238758530;;;SQUID_INK;SEASHELLS;10505;5
1744238762229;;;SQUID_INK;SEASHELLS;11508;1
1744238766042;;;SQUID_INK;SEASHELLS;11008;4
1744238769513;;;SQUID_INK;SEASHELLS;11519;2
1744238770795;;;SQUID_INK;SEASHELLS;11458;3
1744238775408;;;SQUID_INK;SEASHELLS;10703;1
